T: Gene names,LFQ intensity CZ1,LFQ intensity CZ2,LFQ intensity CZ3,LFQ intensity CZ4,LFQ intensity CZ5,LFQ intensity CZ6,LFQ intensity CZ7,LFQ intensity CZ8,LFQ intensity CZ9,LFQ intensity CZ10,LFQ intensity CZ11,LFQ intensity CZ12,LFQ intensity CZ13,LFQ intensity CZ14,LFQ intensity CZ15,LFQ intensity CZ16,LFQ intensity CZ17,LFQ intensity CZ18,LFQ intensity CZ19,LFQ intensity CZ20,LFQ intensity CZ21,LFQ intensity CZ22,LFQ intensity CZ23,LFQ intensity CZ24,LFQ intensity CZ25,LFQ intensity CZ26,LFQ intensity CZ27,LFQ intensity CZ28,LFQ intensity CZ29,LFQ intensity CZ30,LFQ intensity CZ31,LFQ intensity CZ32,LFQ intensity CZ33,LFQ intensity CZ34,LFQ intensity CZ35,LFQ intensity CZ36,LFQ intensity CZ37,LFQ intensity CZ38,LFQ intensity CZ39,LFQ intensity CZ40,LFQ intensity CZ41,LFQ intensity CZ42,LFQ intensity CZ43,LFQ intensity CZ44,LFQ intensity CZ45,LFQ intensity CZ46,LFQ intensity CZ47,LFQ intensity CZ48,LFQ intensity CZ49,LFQ intensity CZ50,LFQ intensity CZ51,LFQ intensity CZ52,LFQ intensity CZ53,LFQ intensity CZ54,LFQ intensity CZ55,LFQ intensity CZ56,LFQ intensity CZ57,LFQ intensity CZ58,LFQ intensity CZ59,LFQ intensity CZ60
PPP5C,0,0,2166100,1984300,2189600,1266800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACLY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17930000,111850000,84078000,26329000,3319800,1354800,631580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUCLG1,0,112500000,107910000,99450000,221130000,173810000,83376000,85972000,72866000,41655000,43123000,42263000,44281000,22416000,24142000,23603000,17039000,17264000,11511000,7379100,11967000,7200000,6000300,5693900,4505500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COPB1,0,0,0,0,0,0,0,0,0,0,1531000,0,2453000,0,3356700,2430500,5019700,4495800,7865600,9507900,5954500,6031600,0,0,0,0,0,0,0,0,0,5460200,15246000,27769000,48120000,52942000,43198000,17716000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3287200,0,21256000,20658000,10932000,4757500,2601200,17035000,15385000,16491000,11787000,9235400,0,2414600,13707000,42562000,41587000,36710000,29442000,3179800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLTCL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP3M1;AP3M2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8831100,0,12185000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP2S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2626600,6970300,5325700,12621000,58372000,267170000,269490000,227260000,88275000,30794000,19621000,22247000,28432000,27143000,19552000,13059000,22028000,17918000,8204900,13179000,7270600,0,6499500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCCS,0,885170,0,0,2856500,8571500,5922600,1378000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC5A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTTG1IP,0,0,0,4464400,20424000,60070000,17570000,9255900,8452900,8407300,6237500,4651200,7314400,3968200,4497800,6698700,3845500,6166000,0,4427000,4664100,4420400,5163100,0,3174500,4418100,0,3473000,4682400,7010600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC16A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10852000,29886000,24964000,27830000,10674000,12657000,7499200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IST1,0,0,0,2062100,4499100,4055600,2311800,2622400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEC24C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14906000,0,7248300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUB1,0,0,3294700,0,1632700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLNS1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4661000,3945500,3085500,0,0,0,0,0,0,0,3108400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RARS,0,0,0,1322000,2472200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9708100,0,8242600,5000300,0,5202100,0,6072100,7885200,11511000,12350000,0,12836000,9274800,0,0,0,0,0,0
CACNA2D1,0,0,0,0,0,0,0,0,0,0,0,0,0,1333900,6945300,8191300,6584300,5279700,1578600,2029000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YARS,0,0,0,2420300,0,0,0,0,676100,727110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP14,0,0,21594000,3493000,862690,0,1103800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRKAG1,0,0,0,0,0,0,0,0,0,0,0,0,0,5214300,3939300,5429000,6174100,3893600,3212900,5613700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32311000,22140000,35137000,11100000,15862000,27891000,42111000,56506000,132990000,95361000,34100000,15393000,0,15427000,11204000,7139500,7918500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAD23A,0,0,0,0,2851200,2903100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAD23B,0,0,0,0,2179800,1974700,0,3850200,4659500,32514000,181870000,52638000,6513700,1233300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGLU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5057400,3725200,0,5385500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK2,0,193400000,43200000,6494100,2554500,368080,0,0,0,0,0,327660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH18A1,0,0,0,0,0,739180,649340,271060,0,0,3947000,22212000,41965000,41568000,56558000,46610000,28862000,36604000,43428000,40242000,61991000,54287000,50056000,98144000,112490000,62023000,35614000,24189000,17927000,9189900,2505400,2468800,1644400,0,1507900,1421800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAPA,0,26643000,4373200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3368300,0,3536500,1850000,1578000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF5,0,0,0,0,0,0,3273300,2791800,4517200,3917000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC12A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979700,30033000,44477000,21169000,7456900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMD4,0,0,0,0,0,0,0,0,0,9098700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17977000,28110000,15999000,8043000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSE1L,0,0,0,0,0,0,0,0,38069000,0,32572000,19440000,242730000,31553000,53821000,317040000,0,0,0,0,91302000,49758000,0,0,0,97203000,0,0,0,0,0,0,0,0,0,0,0,120940000,0,0,0,0,0,0,115630000,0,0,0,0,0,0,0,0,270040000,0,0,0,0,705290000,702890000
TMBIM6,0,0,0,0,0,1797600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCP,0,0,0,0,0,0,0,0,0,0,0,0,0,546110,177830,0,0,0,0,0,0,0,0,0,0,0,0,0,1316100,"10,084,999,999,999,900",262880000,12202000,17990000,4016000,1224600,1342400,0,0,1642300,0,1554200,0,2232800,939050,599040,0,0,0,0,1158400,0,0,0,0,0,0,0,0,0,0
MFAP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9380100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HADHB,0,0,27035000,8745700,2068400,1654800,1680100,3986600,5144800,838030,781360,700990,563080,0,3268200,60147000,822940000,295080000,817270000,995120000,557850000,399940000,413320000,680170000,884090000,884890000,"10,185,999,999,999,900",1253300000,1406800000,1155500000,772250000,677840000,559550000,641080000,483450000,490750000,411990000,422620000,484110000,408720000,351280000,154130000,85580000,55850000,65161000,81162000,109150000,167140000,246550000,328320000,323480000,290070000,235240000,168540000,158060000,162030000,109210000,101130000,82510000,114320000
MANF,0,0,0,1021800,2173300,1857200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP1L1,0,0,4555200,8611800,9436400,4584200,5086600,3991300,2522500,0,0,0,1899800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10007000,0,0,13171000,7202100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3688400,3853300,0,0,0,0,0,0,0,0,0,0,0,0,18298000,12305000,0,0,0,0,16568000,48037000,63219000,13342000,0,0,0,0,0,0
SEC13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3051700,5523500,8601900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHP2L1,0,0,0,3030100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPEPPS,0,0,0,8064400,73797000,30338000,318360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GFER,0,0,4298400,5117000,2622900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPH2,0,0,4711600,8030300,4108300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OXCT1,0,1951300,17520000,3264500,0,0,0,378930,915930,1113600,4968300,11847000,44437000,86931000,126880000,165440000,380940000,217020000,156150000,293300000,65110000,30237000,4058600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11031000,18990000,12217000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCGRT,0,0,0,0,0,0,2499400,3619000,6585500,3038800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP5J2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23347000,26920000,32869000,69279000,104810000,103460000,60144000,54042000,61515000,63690000,21744000,40478000,156050000,1105200000,724710000,123710000,40014000,33155000,28682000,37747000,54135000,48244000,122670000,19756000,0,0,0,12360000,0,0,0,0,0,0,0,0,0,0,0
NDUFV3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7794500,22895000,16509000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITGA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17375000,27965000,1106100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7672100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MP68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17386000,19123000,61140000,38445000,11262000,15170000,11782000,19697000,12387000,36267000,18427000,81497000,519890000,692430000,63867000,56659000,31284000,50770000,72438000,0,16988000,63488000,32315000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP5EP2;ATP5E,0,67280000,14294000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29163000,79271000,125540000,73560000,88555000,63129000,108350000,102700000,90852000,182040000,310970000,"15,530,999,999,999,900","16,509,999,999,999,900",275000000,108830000,0,163320000,136090000,71721000,114700000,197860000,94011000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP5I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7778100,24305000,48129000,185720000,113130000,113710000,66568000,97501000,74408000,37749000,73895000,106100000,300380000,2347300000,"18,134,999,999,999,900",179080000,60338000,75788000,126050000,32229000,59627000,90512000,186850000,70895000,30578000,0,31263000,0,0,0,0,10672000,0,0,0,0,12148000,0,0
EIF6,0,5806900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFA6,0,6529600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6075700,9816400,8008800,23266000,96074000,232300000,886810000,539250000,509370000,301040000,237930000,134990000,82108000,88944000,65169000,57355000,70085000,64264000,44601000,0,0,0
PEX3,0,0,1842800,2505800,2358900,0,0,1350600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM33,0,0,944380,0,4122600,5287500,4858200,3823400,2597300,2680200,0,0,2648100,3534400,4218000,4622800,6843200,7363900,5543800,5442500,6119500,4732100,6861000,5354200,3952700,4502200,4243600,4840700,5687700,6686900,0,5276400,6501100,6388300,6770000,6586600,8681100,8256200,6853300,0,0,0,0,4214500,7160300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYNJ2BP,0,11035000,10724000,19366000,24046000,10903000,5458000,0,0,2781700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANTXR2,0,0,0,0,0,0,0,0,0,7637800,7771200,0,5609900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTPN,0,16269000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBEY,0,2079700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNG2,0,0,0,0,0,0,0,1803100,0,4294100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARPC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4525100,0,8405300,11411000,10403000,30318000,95741000,142590000,109020000,89409000,64278000,40177000,31914000,21791000,13610000,13468000,12440000,3561700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD81,0,0,0,0,3118800,94172000,328960000,234080000,55543000,36207000,21982000,17978000,16187000,8582300,10203000,7440300,9499500,9806300,8408200,10457000,8828400,8897700,8126800,8766500,11180000,7723300,10279000,14185000,21657000,17413000,17127000,16249000,16541000,10529000,0,15372000,14786000,21904000,20544000,20896000,16301000,18465000,23428000,16652000,14734000,16194000,17960000,32340000,27091000,46240000,33345000,28877000,33508000,31153000,23701000,0,0,0,0,0
SEC61G,0,0,0,0,0,0,0,0,2718400,3675200,3504400,0,5300600,0,6184300,6276500,5967600,5325900,9398500,7807700,9712000,13075000,9006900,0,7044000,0,0,15478000,11569000,15009000,15522000,10808000,0,0,12117000,0,14293000,11027000,9286100,0,0,0,6574000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPI1,8891300,0,534320,898700,1150400,879500,0,982110,0,1947500,1985200,2125100,2214900,1922700,3337000,2072700,2384800,2129000,4960000,2948700,2570100,3785900,971980,2860300,4699700,5526000,5831000,7922800,17303000,62491000,16548000,12762000,19517000,21753000,41841000,90749000,52584000,126880000,189610000,101550000,275280000,887070000,797900000,222280000,39407000,23187000,21030000,11218000,9587900,8263300,15102000,19065000,15472000,14192000,16123000,25995000,26748000,32628000,34120000,34964000
EIF3E,0,0,2067300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8745300,11142000,23441000,46050000,13220000,13788000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEC61B,0,0,0,0,0,0,0,7257200,23840000,26923000,21205000,17741000,20084000,20546000,17668000,16211000,17851000,12815000,26953000,19317000,24654000,31834000,44147000,25356000,18975000,25824000,25440000,30285000,37178000,35932000,40625000,39458000,49764000,34445000,35867000,32643000,32926000,41048000,37047000,38685000,43348000,25847000,23586000,19951000,17389000,20541000,20567000,25692000,19612000,22978000,19852000,22095000,15058000,23409000,21222000,20560000,0,0,0,0
GABARAPL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROMO1,0,0,0,2525400,2906100,4759000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYL6,12653000,3174400,0,0,0,0,0,0,0,3094700,18142000,14681000,9501900,9189900,3752200,2686600,5968900,2445800,2976400,0,4942400,12650000,298530000,141710000,136600000,230050000,185700000,148670000,64629000,28346000,26266000,22745000,14111000,16209000,7868800,5383500,7545400,14734000,12643000,18105000,33762000,43264000,94801000,167390000,101670000,107300000,62012000,54053000,21585000,13194000,5840900,7590400,5951200,5215100,14907000,0,23514000,16376000,25914000,24492000
ACTB,757360000,"30,445,999,999,999,900","30,624,999,999,999,900",810290000,337690000,285320000,202140000,185180000,159880000,150170000,197190000,422600000,472030000,358250000,307500000,256370000,215240000,226510000,235420000,223710000,262880000,210550000,246990000,222350000,178620000,279740000,465090000,390570000,349080000,406670000,345750000,422060000,405520000,424250000,331510000,281510000,430590000,443900000,457230000,460320000,536630000,538950000,356830000,304270000,291490000,385810000,503700000,415370000,440470000,379480000,549550000,671560000,622430000,631270000,853150000,921560000,"10,245,999,999,999,900",1176400000,1443200000,1228500000
EIF4A1,0,1172100,37209000,49074000,23895000,10623000,4780000,1495700,957550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2961900,0,0,0,0,0,0,0,0,2020100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS20,0,60061000,2963900,4068800,0,0,0,0,0,0,0,0,3411200,3049300,3136800,0,0,0,0,0,3725600,6706700,0,3000900,0,0,0,9113200,4526900,5335900,4339600,11144000,2783200,8285600,0,0,7968500,10795000,8460100,7006700,8112100,9922200,10516000,11703000,6288300,9116100,15617000,12440000,15285000,26285000,26949000,27112000,26056000,15424000,23603000,0,0,0,0,7798500
PSMA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4914300,132910000,297770000,143260000,12996000,7325100,0,0,0,0,0,0,46506000,86918000,43596000,15648000,9320500,10626000,0,0,0,0,0,0,0,0,0,0,0,0
S100A10,0,494670000,17630000,11799000,11793000,10553000,9292000,9419700,19788000,19252000,27516000,20571000,30527000,10134000,43731000,36284000,120920000,75127000,155000000,246070000,120190000,121330000,54486000,110610000,141170000,103180000,142920000,116650000,111910000,83232000,73037000,17049000,10211000,41243000,48102000,54000000,31554000,34257000,35691000,16609000,0,51506000,24419000,58535000,49365000,21447000,17898000,37535000,130330000,125850000,93695000,144890000,127810000,96739000,29381000,0,78603000,0,0,0
CDC42,0,16969000,38007000,88808000,18133000,3312600,1305600,999190,1519200,0,0,0,1961200,0,0,0,0,0,0,0,0,0,0,2654500,2769000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSTN,0,22823000,5110200,3039600,1937000,1544000,0,1885500,0,1966600,3175000,0,0,3021300,3553500,2401500,4569900,0,1984800,1175700,3653900,3631200,6771600,5193800,4402700,5444300,6998100,10351000,6446000,11074000,10009000,10881000,17496000,8759000,8626400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GMFB,0,2066100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB8A,0,55375000,5244400,2792400,3637000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPCS3,0,0,0,0,0,0,0,0,0,5747200,32154000,30488000,17455000,15067000,13307000,12806000,13890000,10076000,14898000,0,14270000,15273000,0,22652000,19010000,18055000,16101000,19180000,16686000,18326000,23065000,25559000,28991000,25310000,22520000,22081000,20694000,22998000,25523000,21953000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRP54,0,0,1817500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
