T: Gene names,LFQ intensity CZ1,LFQ intensity CZ2,LFQ intensity CZ3,LFQ intensity CZ4,LFQ intensity CZ5,LFQ intensity CZ6,LFQ intensity CZ7,LFQ intensity CZ8,LFQ intensity CZ9,LFQ intensity CZ10,LFQ intensity CZ11,LFQ intensity CZ12,LFQ intensity CZ13,LFQ intensity CZ14,LFQ intensity CZ15,LFQ intensity CZ16,LFQ intensity CZ17,LFQ intensity CZ18,LFQ intensity CZ19,LFQ intensity CZ20,LFQ intensity CZ21,LFQ intensity CZ22,LFQ intensity CZ23,LFQ intensity CZ24,LFQ intensity CZ25,LFQ intensity CZ26,LFQ intensity CZ27,LFQ intensity CZ28,LFQ intensity CZ29,LFQ intensity CZ30,LFQ intensity CZ31,LFQ intensity CZ32,LFQ intensity CZ33,LFQ intensity CZ34,LFQ intensity CZ35,LFQ intensity CZ36,LFQ intensity CZ37,LFQ intensity CZ38,LFQ intensity CZ39,LFQ intensity CZ40,LFQ intensity CZ41,LFQ intensity CZ42,LFQ intensity CZ43,LFQ intensity CZ44,LFQ intensity CZ45,LFQ intensity CZ46,LFQ intensity CZ47,LFQ intensity CZ48,LFQ intensity CZ49,LFQ intensity CZ50,LFQ intensity CZ51,LFQ intensity CZ52,LFQ intensity CZ53,LFQ intensity CZ54,LFQ intensity CZ55,LFQ intensity CZ56,LFQ intensity CZ57,LFQ intensity CZ58,LFQ intensity CZ59,LFQ intensity CZ60
NDUFS1,0,0,0,1100300,4185400,5430200,747340,506780,0,1380700,0,0,0,0,0,1070100,4892500,4641900,0,407860,0,4906700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7950100,3414900,15887000,77598000,317150000,899000000,695690000,492750000,365140000,308590000,168200000,95133000,70621000,74610000,66944000,48155000,49767000,21644000,16699000,4515700,3392200
MAPK1,0,15954000,17012000,8361000,1948000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAP3,0,4519500,89476000,70569000,23456000,5409300,2283200,2914100,1712400,1737600,4698800,0,738930,790520,2342900,1457800,872970,128290,0,0,0,10028000,6747800,9831800,9698400,1083400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5551500,9276300,5088400,9846600,5893900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17910000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6786600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMPA1,0,0,0,0,3123100,7783000,2532800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRABP2,0,1679300,35635000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TKT,0,0,0,0,0,0,0,0,0,0,0,0,2984100,4266500,7313900,5911800,3950800,2354000,5070600,1830900,3623500,3230200,4474100,1781400,2174100,1588200,4862400,2413000,6489800,3576100,0,3362600,0,0,0,1730400,2752100,1962300,0,0,0,0,0,2826200,4536700,3207400,0,6044100,7688600,9835300,15829000,40715000,86556000,166540000,166900000,415920000,605950000,830900000,625310000,591520000
RBMS1;RBMS3,0,0,2382900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4072500,0,6116600,0,7902500,0,0,0,0,0,7332800,13478000,0,0,0,0,0,0,6699200,0,8203000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEF1D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015200,0,858200,4912400,1549000,0,1911500,0,0,0,0,1067400,3832200,10688000,8740500,20667000,58163000,89655000,66260000,35330000,21236000,22497000,31993000,38599000,47272000,13507000,4541300,0,2369800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARCKS,0,0,0,1803700,5037300,7516700,10683000,10792000,17946000,18284000,36263000,100880000,211140000,406100000,58913000,110270000,74512000,45833000,84658000,36558000,61054000,70603000,20967000,21692000,16344000,37706000,28934000,28974000,31361000,52229000,40594000,16378000,11795000,8844700,9288400,0,5246100,5251300,5831500,7002900,8140400,0,5570000,0,0,0,6933900,6127300,0,0,0,0,0,0,0,0,0,0,0,0
GNA11,0,0,0,0,2091900,9146900,14702000,32591000,98400000,110790000,16301000,10164000,6457800,3994200,3172500,1870800,1901800,1817600,0,1457300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH4A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2737800,0,1239300,2422000,8071000,4901500,3008100,17147000,23363000,21268000,48948000,95393000,94899000,54811000,68335000,105140000,94819000,97789000,128370000,229210000,291820000,413600000,206610000,53621000,26762000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERP29,0,21546000,43724000,19103000,8407500,2722700,694350,1123200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRDX6,0,51442000,7674000,3831300,2519500,0,0,570430,1257000,0,1112300,0,3320100,3449600,2908400,0,3626100,0,4807100,4348200,3613100,4552500,5331300,16078000,7716900,3201800,10956000,28325000,75450000,46331000,9648800,0,3380500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLVRB,0,2569600,2418500,2799800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRDX5,0,56563000,29142000,17948000,19307000,20785000,21226000,20221000,25222000,31038000,39920000,41669000,58998000,52276000,57586000,67149000,60988000,59264000,91019000,67428000,102090000,103550000,76269000,78481000,66368000,86164000,97001000,106230000,101520000,118450000,108580000,104410000,98233000,134880000,119200000,138020000,181280000,145070000,122290000,121410000,112220000,125680000,130220000,165730000,197670000,229010000,288460000,354710000,307690000,155230000,76956000,64376000,44324000,35781000,26170000,26661000,32075000,10813000,0,0
PRDX3,0,32368000,65649000,63116000,103750000,206520000,359850000,537770000,197030000,47454000,45517000,49858000,64482000,46277000,47970000,46395000,46223000,56191000,53175000,55677000,65159000,64772000,47816000,60548000,76018000,123970000,216800000,319120000,290230000,164820000,102550000,120210000,75744000,81395000,69326000,59538000,45964000,45774000,54043000,42219000,29850000,34686000,25292000,22451000,16396000,15309000,21606000,18928000,17651000,10415000,13115000,3583700,0,0,0,0,0,0,0,0
ATP5D,0,62841000,9794500,2718700,2113600,0,0,0,0,0,0,0,2503000,5435200,0,0,4817600,1248900,5843000,1970500,6530300,6373600,13096000,34873000,85903000,126690000,116440000,128860000,87412000,152980000,158040000,156050000,221330000,498020000,"40,360,999,999,999,900","38,601,999,999,999,900",389160000,180950000,135690000,175420000,219390000,87780000,177960000,366830000,159110000,46497000,38801000,39421000,38993000,42567000,29248000,0,6657300,0,0,0,0,0,0,0
RPL12,0,44620000,5912000,2240100,1368500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECHS1,0,1286600,0,181400,17847000,30854000,6806800,0,18594000,345410000,"18,859,999,999,999,900",319470000,9165200,5182300,4498300,4808900,5197500,3182100,2345300,2982700,7281000,9253300,9439300,0,1101100,0,888290,0,577530,633100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMPK1,0,23678000,3344100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEBP1,0,2909200,0,0,2341000,2012000,2527000,7531300,38038000,34525000,91989000,67427000,43241000,18108000,12286000,0,0,0,0,5044100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDIA3,4984800,5559800,608270000,399320000,145970000,55428000,30289000,25335000,35182000,31475000,44433000,29740000,62674000,67397000,108340000,251950000,57060000,228040000,16243000,26327000,14157000,13335000,13383000,9990700,4526100,4109000,1743800,3669200,6303800,2658000,6738100,6748000,7654300,4233400,4663200,3771400,2710200,4922200,4159500,6991000,5114600,3774700,3551100,2981200,1743700,1858700,3490000,2571700,3635000,3218200,3714600,4493200,4769000,3618500,4474100,5384500,6376600,7581600,7896800,7435900
PPP2R1A,0,0,6084700,7809900,4188700,9337900,9618600,13549000,12734000,14223000,14665000,22140000,13391000,7466600,6391900,1152300,0,0,0,1113600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPIF,0,0,0,5555400,13006000,8544200,4939100,3947600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMT1,0,0,0,1633200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMOX2,0,0,0,0,0,2832700,3026300,2415900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRPAP1,0,1841000,36102000,18991000,7519200,512720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSPO,0,2197300,12856000,88250000,397430000,1357500000,"15,163,999,999,999,900",700450000,314300000,122800000,88262000,60871000,62597000,72231000,0,0,0,0,0,0,0,0,0,0,0,21822000,21569000,36103000,30058000,46125000,50662000,46425000,49498000,33295000,45111000,35608000,34829000,36750000,50003000,42603000,41531000,35465000,47402000,33490000,39124000,36366000,46859000,38333000,0,0,0,0,0,25751000,24965000,0,0,0,0,0
ADSL,0,0,0,0,0,0,0,0,0,0,0,0,3350500,5556900,3313700,3676900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3710400,20664000,10967000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRI,0,37719000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSTT1,0,728960,12960000,891930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERPINB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2176300,16680000,18600000,8297900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC7A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH1B1,0,0,2956400,176610,240450,883590,578060,0,316610,0,0,0,0,1183400,65322000,216220000,97307000,217560000,67722000,87315000,70882000,101550000,79109000,88662000,68788000,43211000,26380000,4248300,1323300,438230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCN1;LCN1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDHA,0,0,432120,1943600,1143400,1904400,2254700,4094700,4399000,5812800,182530000,853650000,1172400000,421100000,61097000,70362000,22679000,18064000,8306400,8580600,5843100,3283000,7537300,5087800,1347300,2331700,0,1798400,1063800,2349800,2709100,0,1752500,0,0,0,0,2786800,0,0,0,0,0,0,1170100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDI1,0,0,21462000,12392000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAT2A,0,0,0,0,0,0,6322800,5400100,0,0,0,0,0,0,4452500,2043200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPS1,0,0,0,0,0,0,0,0,0,0,0,0,8092200,5471700,0,2326400,20933000,8685100,3589100,5598300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMO4,0,0,0,0,0,0,0,0,0,0,0,3675400,2988800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UQCRC1,0,0,6201100,18945000,2542100,0,0,729020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963680,0,0,1616800,131900000,656320000,172790000,48690000,29083000,21439000,92043000,225330000,90783000,42680000,45737000,29888000,33598000,184160000,478310000,931140000,2506100000,"16,319,999,999,999,900",1144500000,737030000,768060000,495250000,224520000,164190000,128300000,174330000,139590000,151390000,123840000,103610000,79343000,59580000
HIBADH,0,0,0,0,0,0,0,8884200,69392000,166720000,242750000,473730000,513590000,310680000,188670000,146130000,105060000,122980000,158470000,132460000,97571000,4697800,0,0,1985700,2967000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATIC,0,0,0,0,0,0,0,0,0,970260,16620000,39321000,33503000,979770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPH3,15136000,8522500,9806100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPH1,11843000,4142000,19426000,26745000,13893000,1554600,1463100,1937500,2654800,3645700,0,0,3779100,3775600,5860100,3774200,0,5705800,4530000,5691200,3886400,0,3719000,5076000,0,3744500,0,0,0,3951800,0,0,7097100,7544600,0,0,6867200,6694400,6667300,0,0,0,0,0,0,0,0,0,0,6337500,0,0,0,0,0,0,19842000,0,0,0
YWHAB,0,77134000,105660000,16542000,6769600,4321500,4649800,2504200,4025600,0,0,0,4646400,6563800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8135200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFN,0,46280000,0,0,0,0,0,2663100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIP1,0,0,0,4055200,12582000,11767000,10217000,9990500,10324000,9630700,7823200,1708700,2939500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100A11,0,28204000,4598400,4482100,8287100,6644000,7678000,8667800,5700800,6934300,6487400,7146900,6627400,9782600,6269900,6761700,9566300,8738500,9962800,9178500,9830600,8711300,18890000,19566000,26760000,38146000,38690000,0,31339000,54765000,70537000,98385000,140980000,113460000,120120000,53214000,43324000,31120000,22187000,16622000,17343000,0,10573000,6961800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRDX2,19736000,6135100,4814500,8154300,10958000,6452300,3282400,2328000,5004300,2436500,3770000,0,4576700,5744000,5464600,4910600,5618500,4891400,8310700,0,0,9682300,12706000,16359000,21057000,33719000,54430000,30401000,26175000,25894000,16338000,24731000,23368000,17946000,0,11924000,7093800,19622000,8759100,12741000,25981000,0,14261000,10023000,9293100,13799000,21767000,12224000,19252000,11090000,11275000,31674000,14274000,0,31909000,37540000,47143000,106400000,0,35287000
GK;GK3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901980,2536100,2219700,3701000,1724800,0,7255800,0,7965200,19352000,46572000,42155000,38853000,36206000,36279000,18383000,25446000,17092000,17169000,13980000,8807900,0,6422000,0,4898700,0,0,0,0,0,0,0,0,0,0
DCTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYCR1,0,1133000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10313000,18348000,7546800,8628600,6096900,6662200,5193700,0,3776400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL9,0,15334000,5594400,827410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD70,0,0,0,0,0,0,0,0,0,0,7472100,8622800,9469100,0,0,3967200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSL1,0,0,0,10283000,19220000,6390400,1427500,831360,0,0,0,0,0,1699400,3206900,1157000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIF5B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9725300,34067000,46946000,13922000,2160900,1538500,0,4117800,0,6990800,0,11912000,0,0,0,0,0,0,0,0,0,0
DUT,0,83771000,23882000,35284000,11864000,3996200,836100,1604500,691830,0,0,0,1084400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2873400,36901000,34253000,37270000,17548000,11120000,13813000,10530000,11661000,0,22688000,14406000,27026000,17683000,8091800,12337000,15187000,793760,1927300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7455700,4172400,5799700,5937000,4719200,6329300,4225500,0,0,0,0,4263500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAN1A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1764800,1650800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALNS,0,0,0,0,0,0,0,0,3004100,3938900,3688200,3986400,3572500,0,2239800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2599200,0,0,0,4050800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHMT2,0,0,0,0,0,0,1889300,0,0,0,0,6903200,81678000,27178000,128010000,234800000,33361000,67843000,34740000,28021000,35425000,44501000,44246000,43894000,29006000,24450000,27888000,38489000,48257000,38063000,40956000,42317000,37486000,22485000,12819000,11412000,6590100,8785500,12963000,6758900,8861800,5353300,14699000,7568600,15024000,24277000,37537000,47177000,57593000,76888000,96361000,78938000,56749000,46898000,44277000,31018000,7451500,15651000,0,6941500
HSPA4,0,0,0,0,0,0,0,0,0,0,0,0,45201000,105320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFN2,0,1810800,2540700,3168500,2846500,3079400,2055200,2662500,4164000,4068300,5185300,6977100,8066600,0,4357100,5335900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTNNA1,0,0,0,0,0,0,0,0,0,0,1436700,0,1312600,3880600,11978000,14680000,2556900,9999300,0,1761400,0,0,0,921580,1826000,0,0,0,5161900,17985000,42167000,57192000,18933000,2087300,1372400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTNNB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2607200,4880400,8504200,13384000,9809300,6416100,7620000,9426400,12025000,29922000,49289000,17972000,8786600,8849100,3414000,5757100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB,0,5454600,3258300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10147000,66506000,574490000,"15,927,999,999,999,900",2739800000,2802200000,2637700000,1438300000,705150000,535600000,437540000,524000000,525690000,528270000,523040000,456410000,592570000,304400000,258470000,236840000,136940000,120550000,108170000,76565000
SERPINB6,0,1921700,17663000,6352200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDX,0,0,0,0,0,0,0,0,6786300,19440000,17331000,11187000,12350000,4863100,4178500,4249200,2197600,698070,2167300,5851100,4935500,6109200,8500800,4340700,3478800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL22,27202000,53717000,0,1213500,1546100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPR,0,0,6248200,13824000,13577000,10389000,4611200,1341800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THBS4;COMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17976000,17607000,19969000,18962000,14342000,0,0,0,0,0,0
KRT9,46984000,24692000,13995000,25320000,35214000,39311000,41075000,525440000,28145000,72611000,61173000,5575700,72836000,51272000,168390000,73219000,55046000,13307000,52023000,54249000,125780000,72987000,120390000,113520000,83686000,120280000,149150000,144400000,62319000,21757000,155410000,193810000,97735000,153850000,187570000,94113000,292220000,319880000,339890000,376830000,375410000,303420000,352340000,124010000,144220000,202630000,190650000,319800000,318820000,323350000,936960000,410780000,525430000,1218300000,933570000,"16,824,999,999,999,900","15,490,999,999,999,900","18,559,999,999,999,900",1205100000,1281500000
FBN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2462500,15179000,31553000,35679000,36774000,29894000,17538000,16217000,18089000,12163000,0,0,1567600,0,1894600,0,3470100,0,0,0,0,0,0,0,0,0,0,0,0,0
MYH9,3882400,0,0,42463,34994,0,0,0,0,0,0,0,401070,938880,898040,1096100,673760,286280,1163700,1233400,1645900,1066600,1299100,1709000,475550,657320,1568000,557350,1589000,901930,3284200,1979200,1573600,2307600,2109000,2003600,2697000,4917100,3219200,7515500,21263000,57978000,143790000,329800000,313980000,245810000,162500000,80121000,40261000,29841000,14021000,13021000,13105000,11938000,15220000,14019000,8605300,9782200,18264000,12268000
MYH10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3062500,20588000,41661000,32624000,9147100,5029300,0,0,0,0,0,0,0,0,0,0,0,0,0
COPB2,0,0,0,0,0,0,0,0,0,7025500,11303000,6011400,4486300,1543200,0,0,0,0,0,0,0,0,0,0,0,8032100,5001300,11977000,9219800,3452900,0,0,15793000,27017000,34549000,36305000,20043000,7777100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
