T: Gene names,LFQ intensity BZ1,LFQ intensity BZ10,LFQ intensity BZ11,LFQ intensity BZ12,LFQ intensity BZ13,LFQ intensity BZ14,LFQ intensity BZ15,LFQ intensity BZ16,LFQ intensity BZ17,LFQ intensity BZ18,LFQ intensity BZ19,LFQ intensity BZ2,LFQ intensity BZ20,LFQ intensity BZ21,LFQ intensity BZ22,LFQ intensity BZ23,LFQ intensity BZ24,LFQ intensity BZ25,LFQ intensity BZ26,LFQ intensity BZ27,LFQ intensity BZ28,LFQ intensity BZ29,LFQ intensity BZ3,LFQ intensity BZ30,LFQ intensity BZ31,LFQ intensity BZ32,LFQ intensity BZ33,LFQ intensity BZ34,LFQ intensity BZ35,LFQ intensity BZ36,LFQ intensity BZ37,LFQ intensity BZ38,LFQ intensity BZ39,LFQ intensity BZ4,LFQ intensity BZ40,LFQ intensity BZ41,LFQ intensity BZ42,LFQ intensity BZ43,LFQ intensity BZ44,LFQ intensity BZ45,LFQ intensity BZ46,LFQ intensity BZ47,LFQ intensity BZ48,LFQ intensity BZ49,LFQ intensity BZ5,LFQ intensity BZ50,LFQ intensity BZ51,LFQ intensity BZ52,LFQ intensity BZ53,LFQ intensity BZ54,LFQ intensity BZ55,LFQ intensity BZ56,LFQ intensity BZ57,LFQ intensity BZ58,LFQ intensity BZ59,LFQ intensity BZ6,LFQ intensity BZ60,LFQ intensity BZ7,LFQ intensity BZ8,LFQ intensity BZ9
SEC23A,0,0,0,882330,2294100,2921700,1216500,1732300,7966400,18277000,37414000,0,31789000,37623000,11796000,17591000,8933100,7148400,5611500,6223500,3770700,3967800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF3A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKIV2L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SURF1,0,0,0,2095600,0,0,0,0,2595400,2831900,0,0,0,0,0,0,0,0,0,0,0,0,5338300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGFBI,0,0,0,0,0,4652400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048700,0,1979800,0,0
TRAM1,0,8872200,6867500,12567000,5712400,9724600,6658300,7210400,11761000,7598500,8620300,0,10604000,7988400,7883000,10777000,6904800,10535000,9629100,6986100,18461000,6222700,0,15560000,10361000,14016000,10469000,10841000,0,8710800,11301000,12155000,0,0,8286700,7056300,9647900,9455800,0,8420500,5545800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8461500
TSN,0,0,0,0,0,31153000,10122000,2021300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIP10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12315000,17348000,8536000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIP11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26155000,22559000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAPRE1,0,0,1658400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3130000,0,0,0,0,0,0,0,0,0,0,8526800,0,0,0,0,0,0,0,0,0,0,8656100,0,7785300,2857300,5582500
ELAVL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2844300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSDHL,0,4681500,0,1153500,879300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3514300,0,0,0,0,0,0,0,0,0,0,8488100,0,43243000,48110000,15763000
SLC1A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1736200,8978400,19928000,18895000,28685000,62742000,104670000,97697000,0,42909000,7135400,0,2597700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581500,0,0,0,0,0,0,0,0,0,0,869410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSMO1,0,1671800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1391400,0,0,0,0,0,0,0,0,0,0,2631400,0,3617200,4922200,3081400
ITSN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6343300,13000000,10348000,12580000,15524000,16613000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAMP3,0,42627000,55693000,58255000,53673000,17675000,10222000,8298600,7287300,699430,1796400,0,3390000,4478800,2475000,2562400,3256000,3605700,3383900,0,0,3535000,0,0,0,0,0,0,0,0,0,0,0,2305000,0,0,0,0,0,0,0,0,0,0,9917000,0,0,0,0,0,0,0,0,0,0,15205000,0,7675600,4622200,8793800
NEDD8,0,0,0,1831300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12537000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101400,1449600,0
ATP6AP1,0,0,0,0,0,0,0,0,0,0,0,0,7427900,17664000,22961000,12922000,11534000,5197700,6674500,121950000,273720000,276540000,0,155210000,88103000,54032000,27065000,9347500,9518700,10774000,15395000,18552000,39447000,0,19912000,5314400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB11B;RAB11A,0,8320900,13416000,11782000,11072000,5622500,5394000,3795800,3896600,2078500,2745300,0,3010500,2804300,0,675850,2194700,0,0,1752500,697150,1295800,29822000,0,2248200,0,0,0,0,0,0,0,0,33701000,1330500,0,0,0,0,0,0,0,0,891260,118800000,0,1444900,0,0,0,0,0,0,0,0,158720000,0,97372000,45455000,14747000
ZYX,0,1389600,2374600,7959900,9089900,6813600,1970300,0,0,483620,0,0,0,0,0,0,0,0,0,0,0,0,3119300,0,0,0,0,0,0,0,0,0,0,1173000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETFDH,0,43844000,19789000,16042000,14921000,14733000,11790000,7185500,5037200,4054600,1325100,0,0,0,0,0,0,0,0,1083100,0,0,0,0,0,0,0,0,0,0,0,0,0,245010,0,0,0,0,0,0,0,0,0,0,7748000,0,0,0,0,0,0,0,0,0,0,33030000,0,88289000,116480000,78233000
Sep-07,0,1779900,0,0,0,0,0,0,0,0,1053800,0,0,1865500,1406600,2116700,5958900,3606500,6333900,9249900,12758000,35759000,759930,43599000,57689000,81004000,97117000,105250000,96897000,172030000,231340000,165010000,123410000,1126200,88662000,58221000,27263000,15879000,13058000,4682500,3839500,4370600,4919200,3940600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADRM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3215600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UAP1,0,0,900890,4045200,12298000,822880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15231000,80427000,211670000,84088000,16417000,0,0,0,0,0,0,0,0,0
PSMD5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4192900,4844100,5339700,0,8886700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3081400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDB1,0,0,0,266670,2894800,0,809390,2596600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6713400,5578300,0
PPP2R5E,0,0,0,2405700,2520100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAPK14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2258800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPL23,0,0,0,2703800,4579700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7889200,12792000,0,49370000,39608000,0,48579000,0,30737000,0,22277000,37792000,23736000,0,27539000,20280000,0,0,0,0,0
CDC37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3593700,0,0,0,0,0,0,0,0,0,0,27567000,0,0,0,0,0,0,0,0,0,0,14449000,0,0,0,0,0,0,0,0,0,0,6698900,0,5336200,2634600,1560500
DPYSL2,20559000,1629000,1665800,1695400,2251500,3464400,6679600,9058600,38079000,141750000,173600000,3049600,256970000,208770000,131140000,144320000,117160000,51954000,42996000,24467000,20385000,28170000,0,19076000,18614000,15024000,10878000,6418000,5956800,9051800,7600500,9672600,7305100,2785600,8249900,7710800,9228900,3607400,4039500,4476600,3455500,3914400,6235500,5549000,1195600,8873000,0,4622400,15756000,10647000,0,16926000,0,0,15152000,1726500,0,1911600,1199000,1879100
SYPL1,0,94176000,100500000,102660000,60248000,24541000,31114000,7917700,5834400,0,0,0,6762700,5689200,0,0,0,2551600,0,0,0,0,0,4306700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2781600,0,0,0,0,0,0,0,0,0,0,19447000,0,56040000,115790000,147330000
RBBP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SGCB,0,0,0,0,0,0,0,0,0,0,10443000,0,20893000,0,7833700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FXN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16829000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECM1,0,2916000,1617600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4544900,3822200
BAK1,0,0,0,0,1704600,0,0,0,0,0,0,0,0,0,0,0,0,4276000,3655700,0,3182000,0,1166000,6120700,0,0,0,0,0,0,0,0,0,2754900,0,0,0,0,0,0,0,0,0,0,3998700,0,0,0,0,0,0,0,0,0,0,2221300,0,3111800,1730700,0
SRSF7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2478700,0,0,0,0,0,0,0,0,0,0,3337000,0,0,0,0,0,0,0,0,0,0,852990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBN1,0,2188400,0,666790,784260,1558800,1005200,1173000,1937700,53781000,223530000,0,149520000,47051000,27559000,15433000,3147600,2797200,3958200,0,1341800,0,564930,0,0,0,0,0,0,0,0,0,0,3340200,0,0,0,0,0,0,0,0,0,0,2999900,0,0,0,0,0,0,0,0,0,0,2116600,0,1224000,1502800,1403800
PTGIS,0,44954000,25424000,16847000,23809000,17496000,19900000,9444000,8605500,32350000,5546300,0,4786000,5439000,3688200,4741600,3413700,2601600,4325400,0,0,4465200,0,3229500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3730900,0,0,0,4638800,0,0,9078400,0,0,0,0,0,0,0,0,3494300,0,29531000,43873000,66130000
FSCN1,0,2189700,903800,1181400,999080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739640,0,0,6259200,8858300,8097200,6315500,14884000,37186000,77435000,67270000,21770000,85960000,73270000,73362000,98271000,74404000,35409000,4491900,0,0,0,4948700,0,0,0,0,0,0,0,0,0,0,2581500,0,1528600,2394700,1737700
IFI16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP1B1,0,13166000,12120000,18961000,14208000,16896000,13904000,10244000,12756000,12007000,12987000,0,10755000,11777000,14213000,7437700,8827000,6871600,6528800,8511300,3153700,8535500,2863400,10603000,4124300,8017600,10665000,9650900,6884300,4996100,10980000,8947400,12421000,22965000,0,5136500,7323200,8475800,4729400,4740500,0,0,0,0,13085000,0,0,0,0,0,0,0,0,0,0,8701000,0,12399000,13074000,19863000
DECR1,0,281150000,344590000,351870000,129420000,16774000,2170500,1835500,606670,1315600,666090,0,0,619160,0,651720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5131600,53877000,158090000
MAN2A1,0,0,0,0,3046700,4039100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4935000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFA5,0,1820700,1493600,1240400,3808500,16799000,7105800,0,0,1824300,0,0,0,0,0,0,1843500,1055100,0,0,0,0,852230,0,0,0,0,0,2973600,7106300,11433000,8168500,6770100,0,13591000,16782000,33640000,60173000,222280000,592600000,269890000,206590000,161890000,134210000,4300500,54339000,39788000,45766000,27138000,55426000,35201000,14648000,22621000,0,24305000,3921200,19353000,1503400,0,1175900
ATP2B3,0,0,0,0,0,0,0,0,0,0,0,0,0,10150000,17587000,22472000,28493000,27127000,13092000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLPP,0,0,0,0,0,0,6949600,251790000,73641000,9099000,987940,0,0,0,0,0,0,0,0,0,0,0,1308800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17458000,0,0,0,0,0,0,0,0,0,0,14798000,0,0,0,0,0,0,0,0,0,0,34004000,0,0,0,0,0,0,0,0,0,0,47269000,0,32074000,7465000,0
CCBL1,0,7254700,0,9246800,18677000,26597000,20121000,17049000,8401400,8249700,8808700,0,0,0,0,0,0,0,0,0,0,0,918420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22893000,0,0,0,0,0,0,0,0,0,0,3425600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAGH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5644000,0,0,0,0,0,0,0,0,0,0,6496700,0,0,0,0,0,0,0,0,0,0,5857600,0,0,0,0,0,0,0,0,0,0,1720700,0,0,0,0
NDUFA9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11740000,0,11734000,14806000,37180000,128540000,310230000,672810000,550930000,293820000,266170000,220720000,0,143030000,104440000,85431000,69485000,62709000,58804000,31841000,33640000,30348000,16303000,0,0,0,0,0
ME3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3703000,6645300,12096000,12990000,0,27744000,39526000,60030000,41534000,17781000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTN1,0,0,0,3633800,9103700,16613000,26452000,55537000,62488000,42515000,29618000,0,20639000,25373000,26862000,18950000,21037000,12383000,13936000,10367000,0,12148000,0,15299000,0,16425000,23724000,14371000,21773000,16712000,21944000,21461000,26032000,0,30392000,25151000,26821000,10094000,23961000,35218000,34749000,52180000,44720000,63915000,0,0,49944000,48988000,22326000,45101000,60830000,42186000,53848000,39784000,37180000,0,36964000,0,0,0
PCK2,0,15100000,12713000,13291000,6192700,3709400,2214900,0,841630,776560,0,0,0,0,0,0,0,0,0,0,0,0,9674600,0,0,0,0,0,0,0,0,0,0,63896000,0,0,0,0,0,0,0,0,0,0,34586000,0,0,0,0,0,0,0,0,0,0,14879000,0,12938000,12786000,16121000
DDR2,0,0,0,2910200,2712200,5662500,3841800,4411900,3297800,0,0,0,0,0,0,0,0,4435600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HADH,0,4769200,5319600,7617800,12291000,19128000,20002000,22059000,19340000,15402000,8462700,0,5683500,4488100,2939300,3232900,0,0,0,0,0,0,86294000,0,0,0,0,0,0,0,0,0,0,16646000,0,0,0,0,0,0,0,0,0,0,19643000,0,0,0,0,0,0,0,0,0,0,7669600,0,5158600,4079100,3354800
CYP51A1,0,14365000,11476000,7576700,4739000,3648400,3134500,2680200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632010,0,4200300,7078500,10714000
UGP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133350000,0,99734000,50002000,30706000,1298200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGUOK,0,2916400,0,2105100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13976000,0,0,0,0,0,0,0,0,0,0,14756000,0,0,0,0,0,0,0,0,0,0,22375000,0,13635000,16636000,4941700
ATP6V1F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18968000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TXNRD1,0,0,0,2158900,10153000,12636000,18356000,17377000,17713000,28402000,21903000,0,12606000,2533500,1564000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMMT,0,0,0,0,0,0,0,0,0,0,0,1080700,0,0,0,0,0,0,0,0,0,0,330620,2138800,9815200,40584000,113280000,165560000,270370000,313170000,421470000,353500000,282720000,0,266370000,247690000,223730000,187400000,161550000,127410000,96560000,87118000,65505000,65911000,0,47585000,73093000,97900000,114870000,158550000,173930000,104570000,73446000,73031000,57539000,0,19992000,0,0,0
HNRNPUL2,0,0,0,657060,480810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7819700,4812400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPY19L1,0,0,0,0,0,4764100,3864400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IAH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2480800,0,0
HKDC1,0,591680000,602430000,378900000,403070000,638370000,620080000,829590000,783300000,739550000,"10,332,999,999,999,900",0,985820000,989180000,942510000,"10,472,999,999,999,900",978070000,"10,467,999,999,999,900","15,989,999,999,999,900",1252400000,1300800000,1301700000,128830000,"10,504,999,999,999,900",2388600000,2368600000,"20,194,999,999,999,900",1373200000,"18,226,999,999,999,900",0,"14,976,999,999,999,900",2550100000,0,406530000,2548500000,2374900000,"20,657,999,999,999,900","16,353,999,999,999,900","16,288,999,999,999,900",1429900000,"17,232,999,999,999,900",2609900000,2609900000,"17,276,999,999,999,900",462160000,"35,682,999,999,999,900","36,002,999,999,999,900","30,645,999,999,999,900",4946500000,0,0,0,9651500000,0,0,451300000,0,503680000,395510000,698350000
CWF19L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRFIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9375100,7734500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGS1,0,2883500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2175100,0,4847300,4567900,3463500
LEPRE1,0,24408000,31435000,59529000,171280000,68183000,27069000,25733000,30541000,32291000,22388000,0,10216000,6006900,620610,819890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1386700,0,527990,3447600,13579000
TRMT5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFAF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2326400,0,0,0,0,0,0,0,0,0,0,1333100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1379900,2793500,1570100
SLC25A35,0,0,2564900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1745000,1979400
HSDL1,0,22210000,16536000,27443000,25181000,12702000,9897400,3861700,2835700,2805200,1610600,0,0,1292900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456930,0,0,0,0,0,0,0,0,0,0,3030300,0,3979100,13542000,16939000
SLC25A52;SLC25A51,0,4864100,5222400,4570800,2209700,1858800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3275600,5357200,8313400
ALDH1L2,0,108360000,77199000,57353000,38093000,29642000,20881000,18746000,17366000,17255000,25008000,0,42284000,83507000,101890000,98236000,86876000,60801000,54107000,73580000,138320000,389980000,0,303230000,186690000,204280000,181520000,125000000,71790000,56796000,48097000,33963000,21225000,0,11556000,7419100,4853300,5381100,2249300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4187800,28102000,63340000
TMEM176B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VMA21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7034400,0,7539900,0,0,32776000,33117000,0,33467000,21924000,34590000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUBB8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIMM50,0,0,0,0,692420,0,598250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51791000,0,0,0,0,0,0,0,0,0,0,8930400,0,0,0,0,0,0,0,0,0,0,4805300,0,0,0,0,0,0,0,0,0,0,134360,0,0,0,0
GLYR1,0,0,0,0,0,4209800,6190500,3102800,3388100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COX19,0,0,0,0,0,0,0,0,0,0,0,17194000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
