T: Gene names,LFQ intensity BZ1,LFQ intensity BZ10,LFQ intensity BZ11,LFQ intensity BZ12,LFQ intensity BZ13,LFQ intensity BZ14,LFQ intensity BZ15,LFQ intensity BZ16,LFQ intensity BZ17,LFQ intensity BZ18,LFQ intensity BZ19,LFQ intensity BZ2,LFQ intensity BZ20,LFQ intensity BZ21,LFQ intensity BZ22,LFQ intensity BZ23,LFQ intensity BZ24,LFQ intensity BZ25,LFQ intensity BZ26,LFQ intensity BZ27,LFQ intensity BZ28,LFQ intensity BZ29,LFQ intensity BZ3,LFQ intensity BZ30,LFQ intensity BZ31,LFQ intensity BZ32,LFQ intensity BZ33,LFQ intensity BZ34,LFQ intensity BZ35,LFQ intensity BZ36,LFQ intensity BZ37,LFQ intensity BZ38,LFQ intensity BZ39,LFQ intensity BZ4,LFQ intensity BZ40,LFQ intensity BZ41,LFQ intensity BZ42,LFQ intensity BZ43,LFQ intensity BZ44,LFQ intensity BZ45,LFQ intensity BZ46,LFQ intensity BZ47,LFQ intensity BZ48,LFQ intensity BZ49,LFQ intensity BZ5,LFQ intensity BZ50,LFQ intensity BZ51,LFQ intensity BZ52,LFQ intensity BZ53,LFQ intensity BZ54,LFQ intensity BZ55,LFQ intensity BZ56,LFQ intensity BZ57,LFQ intensity BZ58,LFQ intensity BZ59,LFQ intensity BZ6,LFQ intensity BZ60,LFQ intensity BZ7,LFQ intensity BZ8,LFQ intensity BZ9
PRKCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITGA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14125000,55402000,43417000,11949000,4293300,0,187890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GJA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6758300,10502000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMPD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166900,0,0,0,0,0,0,0,0,0,0,6098700,0,0,0,0,0,0,0,0,0,0,2618400,0,2636500,2048200,0
NDUFB7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6094800,10533000,22148000,43838000,121620000,204960000,188200000,96883000,88363000,60306000,0,49546000,38242000,26838000,23410000,18863000,12650000,0,0,0,0,0,0,0,0,0
PRKACA,0,0,0,0,0,5060800,7905600,5460200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2428600,0,0,0,0,0,0,0,0,0,0,2582100,0,0,0,0,0,0,0,0,0,0,7641000,0,0,0,0,0,0,0,0,0,0,3144400,0,4606400,3289700,0
CAPN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16876000,0,0,0,0,0,0,0,0,0,0,1452400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAP43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG,0,0,0,0,0,1900400,0,0,5669800,12265000,11419000,0,10169000,9794400,7306800,8222800,7155000,11805000,16807000,37042000,46942000,16696000,0,8204400,6714200,0,0,0,5292400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFKL,0,0,0,1229500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1818000,0,788190,0,0
LGALS3,0,8426900,14103000,23646000,21040000,18684000,16493000,17373000,16498000,21780000,33494000,3233500,35855000,36339000,59327000,56430000,77390000,133840000,183100000,303030000,818290000,776360000,132820000,379620000,148990000,110600000,95255000,71284000,51141000,56368000,44724000,40093000,45497000,112320000,20764000,43841000,20634000,26955000,41537000,53624000,45989000,45162000,51851000,53128000,55981000,53078000,27234000,56641000,42825000,52087000,63798000,29442000,25936000,35470000,39080000,32446000,0,17261000,18382000,13779000
IGFBP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMC3,0,0,0,0,0,1153900,4793100,1060900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2260000,10012000,18448000,52750000,35095000,12501000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCP1,0,1900000,1099100,199100,0,704420,685430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900300,63933000,83381000,10814000,2200900,6479600,0,0,0,0,0,0,0,0,0,0,7367500,0,0,0,0,0,0,0,0,0,0,11983000,0,6589300,6758500,4502800
PTPN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2109600,0,0,0,0,0,0,0,0,0,0,3644200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITGB5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966900,993260,1751800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARF4,0,0,0,0,0,984900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95112000,0,0,0,0,0,0,0,0,0,0,1641000,0,0,0,0,0,0,0,0,0,0,1867300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7,0,1561900,4007700,0,1570200,4628200,0,0,0,0,0,0,5678600,0,6532500,4528000,3296000,5417500,0,0,0,6154300,11276000,4879000,0,0,14198000,0,7470900,0,5837300,8867300,0,8342300,0,0,6700700,0,0,0,0,9448700,9061400,0,6378000,9196400,12532000,0,0,17107000,0,0,0,0,0,1167700,0,0,0,2723400
VCL,0,0,0,0,0,0,6233900,38198000,51116000,19501000,19053000,0,18730000,29092000,41334000,83008000,211680000,284330000,89696000,9070800,282450,809900,0,323380,0,3314600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTPRA,0,0,0,0,0,0,0,0,0,2655400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL17,0,2254600,3745200,2628000,3019700,0,0,3996400,2512500,2651000,0,0,4204300,0,3856000,4424100,3472600,0,0,0,0,7879500,46462000,0,4974100,0,0,0,5709100,0,0,0,0,8768700,0,0,0,0,0,0,0,0,0,0,3344400,0,0,0,0,0,0,0,0,0,0,3948500,0,4360000,1751200,0
PGAM1,0,5303000,6586600,8333300,2617500,0,1367900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11201000,0,0,0,0,0,0,0,0,0,0,1805400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4439500,4023200,13682000
ATP5J,0,0,0,0,0,0,0,0,0,0,0,9661200,0,0,0,0,0,0,0,0,0,0,6916000,0,0,0,17063000,123290000,129770000,36689000,0,0,0,0,10427000,8001600,10267000,15420000,11748000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT4,0,0,0,0,0,0,0,0,0,0,5140600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78643000,0,0,65309000,0,0,0,84283000,0,0,0,0,0,0
CDH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9069300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCL,18371000,21245000,17047000,23463000,43437000,36929000,25910000,16714000,13480000,16430000,15015000,1253100,10999000,16893000,15078000,17135000,10633000,3137700,7795800,1665200,0,659900,1016300,0,4446900,2443700,0,2142000,0,2219600,0,2737500,0,5761400,0,0,2488700,0,0,2727100,0,2908300,0,2438000,3915500,0,0,0,0,6018800,0,12585000,9582000,0,0,11900000,0,18884000,29747000,41461000
HK1,0,38552000,36627000,46158000,46425000,41099000,31776000,28245000,25073000,23198000,27403000,0,26710000,27309000,23829000,20322000,23692000,20639000,26922000,26620000,38929000,83657000,0,110750000,207850000,206080000,138610000,94852000,94621000,66949000,91570000,189900000,154840000,0,134320000,152640000,129300000,119620000,103420000,99172000,97742000,109530000,110700000,112070000,0,105070000,128210000,113980000,115680000,96169000,87374000,67287000,78386000,33259000,39229000,5607400,0,32308000,80080000,51582000
NDUFV2,0,0,0,0,0,0,0,0,0,447000,0,0,0,0,0,0,0,0,0,0,0,0,2354700,0,0,0,0,0,0,0,0,0,0,899110,0,0,10756000,93180000,261870000,545450000,363110000,198000000,215210000,149050000,0,77639000,57901000,48707000,16896000,27245000,17270000,0,0,0,0,0,0,0,0,0
TRIM21,0,0,0,0,2351700,3995300,3287700,2109300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3873400,0,0,0,0,0,0,0,0,0,0,3959400,0,0,0,0,0,0,0,0,0,0,1613500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC9A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19281000,28550000,16844000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TYMP,0,1424500,5748100,22541000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP2B1,0,0,0,0,0,0,0,0,0,0,0,0,0,9081100,24557000,39525000,79393000,62549000,22035000,7220300,2035800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF2S2,0,0,0,0,0,4255800,18468000,15997000,4507100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANXA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17403000,0,0,0,0,0,0,0,0,0,0,6463600,0,0,0,0,0,0,0,0,0,0,893770,0,0,0,0,0,0,0,0,0,0,3568200,0,1919500,1200000,0
BTF3,0,5157900,6649100,5327200,5720900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4463800,5209900
RAB3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1463900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1372300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB3B,0,2404000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8469400,0,0,0,0,0,0,0,0,0,0,3037600,0,0,0,0,0,0,0,0,0,0,5680500,0,0,0,0,0,0,0,0,0,0,2875900,0,0,0,0
RAB4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2174300,0,0,0,0,0,0,0,0,0,0,1789700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB5A,0,5554600,6403700,4558100,4420400,4274500,0,2625900,0,0,0,0,4552600,4086500,0,0,2620500,0,0,0,0,0,27076000,5040500,0,0,0,0,0,0,0,0,0,4915000,0,0,0,0,0,0,0,0,0,0,8615600,0,0,0,0,0,0,0,0,0,0,7413800,0,7739300,4177500,6255400
RAB6A,0,19598000,15167000,19016000,13790000,11806000,12043000,8877900,6934600,6570300,7818200,15156000,7061300,2460200,4979500,6942100,3312800,8495200,5802000,5823500,4538200,6201200,85178000,7709200,7125300,7931200,5194100,0,10044000,0,0,0,0,47807000,7629300,0,0,0,0,0,0,0,0,0,124070000,0,0,0,0,0,0,0,0,0,0,110850000,0,51824000,43228000,15664000
NPR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5178600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18278000,304260000,22875000,44463000,2934400,0,0,0,0,0,0,0,11902000,39062000,30977000,8795500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M6PR,0,0,0,0,16296000,27912000,27669000,13392000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COX5A,0,0,0,0,0,0,0,2556400,0,17205000,127480000,6345700,275550000,297440000,193740000,128270000,55857000,72042000,37684000,16396000,16675000,22063000,9387900,71370000,93631000,73091000,54314000,59757000,61421000,38720000,39446000,38218000,23716000,0,23656000,26849000,23740000,27686000,52276000,136160000,137720000,136790000,85905000,116270000,3515200,66569000,47297000,33721000,28576000,21930000,26393000,27996000,32048000,22182000,23528000,2428500,0,0,0,0
CAST,0,0,0,0,0,0,0,0,0,0,0,0,2334400,0,2604600,0,4374600,11130000,2782200,2777200,1742700,0,0,3890800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRPS1L1;PRPS1;PRPS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3328900,0,0,0,0,0,0,0,0,0,0,5587000,0,0,0,0,0,0,0,0,0,0,4750400,0,4186800,0,1501200
GSTM3,0,1724700,2922800,1198700,1466800,994130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34891000,0,0,0,0,0,0,0,0,0,0,17160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2930500,1674900
ATP6V1B2,0,0,0,0,0,0,0,0,0,0,0,0,929730,7763400,0,0,0,1675100,0,0,0,2273400,6224900,2177700,0,10454000,7009000,1551900,0,0,21451000,37814000,155110000,833840,42738000,10675000,2914900,1314700,0,0,0,0,0,0,409540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP6V1C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3685700,0,0,0,0,0,0,0,3112200,11918000,74096000,4889500,9585300,0,0,0,0,0,0,0,0,0,982460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7959000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLNA,0,597740,934090,785730,855030,94514,0,0,0,257090,0,0,139680,518790,3403700,5018700,4522900,90630000,228880000,103740000,22215000,14613000,118740,79022000,135830000,73437000,65060000,114730000,168770000,104220000,79048000,41556000,24674000,84085,78820000,1124600000,926750000,506990000,251980000,130810000,87164000,51522000,36504000,32301000,0,17757000,18634000,12361000,9100800,8862000,5712100,2310900,6098100,574320,1363800,0,0,0,168190,427940
MAOA,0,0,0,0,0,0,431660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACO1,0,0,0,0,0,0,0,0,2209400,3642500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6629400,0,0,0,0,0,0,0,0,0,0,5918000,0,1627900,2020100,0
NT5E,0,0,0,0,0,0,0,4252800,4495300,13107000,25052000,0,64134000,116470000,87694000,56525000,29602000,18927000,13071000,13786000,12159000,11567000,0,12612000,5953100,7635700,11793000,9208800,7890400,0,0,0,1762600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VDAC1,16985000,504890000,302720000,320870000,510980000,494590000,296480000,267420000,274860000,201220000,229920000,2771200,256970000,434010000,473200000,536830000,657840000,666440000,621520000,628390000,649360000,704490000,20195000,901780000,689160000,632510000,655140000,549410000,372790000,411260000,532070000,609410000,519600000,2059100,457600000,455870000,412360000,387960000,323660000,302530000,365200000,291500000,328930000,317010000,2057500,300230000,323470000,305980000,269850000,251990000,218690000,130800000,142290000,136080000,89110000,27513000,36855000,145940000,414800000,668600000
SDHB,0,0,0,3156300,227450000,567990000,536070000,131390000,33442000,27850000,10058000,0,5924900,3904300,9875700,974550,0,510400,0,0,0,0,81972,0,881250,0,0,0,0,0,0,1905000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245100,0,1761900,1268700,0
CD9,0,24450000,16078000,6169800,9880600,6824900,6189000,4404400,2977000,3273600,2872000,0,0,0,3187400,0,0,0,0,0,4140600,5363100,0,3566100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6458900,0,0,0,0,0,0,0,0,0,0,0,1904000,0,33964000,78157000,64702000
BCKDHB,0,8361200,7139200,7616200,5590700,3226000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9548600
COMT,0,10372000,4131200,7775300,4153300,0,2445500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5083400,0,0,0,0,0,0,0,0,0,0,17283000,0,0,0,0,0,0,0,0,0,0,47187000,0,0,0,0,0,0,0,0,0,0,40643000,0,59524000,19959000,14126000
TGM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667850,0,0,0,0,0,0,0,0,0,0,0,0,19309000,0,0,0,0,0,0,0,0,0,0,1754300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUT,0,166940,2107600,21122000,76251000,120960000,117100000,89772000,57895000,25915000,21944000,0,13956000,7967400,2470600,706960,492470,407350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSBP,0,0,0,0,0,0,0,0,0,0,0,0,0,3933400,5417000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCMT1,0,0,0,0,0,0,0,0,0,0,0,0,2871600,0,0,0,0,0,0,0,0,0,7908000,0,0,0,0,0,0,0,0,0,0,9517300,0,0,0,0,0,0,0,0,0,0,2237400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GART,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNXB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29863000,38567000,6166300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11341000,34091000,24925000,0,18268000,14923000,9895700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCP2,0,0,0,0,0,0,0,0,0,0,0,259810000,0,0,0,0,0,0,0,0,0,0,118950000,0,0,0,0,0,0,0,0,0,0,8007500,0,0,0,0,0,0,0,0,0,0,10402000,0,0,0,0,0,0,0,0,0,0,6382500,0,12654000,368490,0
UBA1,0,5526800,3536500,1063200,649070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118700,0,0,0,0,0,0,0,0,0,0,19254000,0,23236000,32329000,45286000
NME2,0,0,2258000,3866400,3791200,6608800,6582200,6612000,2573200,4937400,0,0,8738500,3655800,0,5385200,7612600,7091600,3702600,0,10060000,8123800,0,19578000,0,7252100,5494400,9328400,7404900,12324000,8609600,0,0,0,0,0,0,5011300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENPP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9986900,0,0,4343100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDXR,0,15728000,13092000,6202400,12453000,5666000,5146900,3394500,1900400,2589700,614460,0,0,1594700,706770,717520,0,0,0,0,0,0,119970000,0,0,0,0,0,0,0,0,0,0,81217000,0,0,0,0,0,0,0,0,0,0,25700000,0,0,0,0,0,0,0,0,0,0,22923000,0,35428000,24809000,22072000
HNRNPA2B1,92439000,4216700,3541500,3337100,3500100,3261400,4572000,7148600,3817300,5586400,5059300,8083700,7951800,6080300,10242000,8170600,6059900,9046100,10497000,6699000,6865700,12927000,62954000,10906000,18591000,14685000,16046000,10580000,11375000,18260000,14613000,18997000,16432000,3534800,16850000,17981000,14652000,12330000,11624000,11235000,14613000,22171000,21768000,14622000,3298600,20211000,26369000,25511000,43859000,26895000,32574000,46554000,64024000,57103000,49995000,3637600,77991000,3353700,2824700,2679600
IGFBP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3682300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRKACB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UQCRC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19301000,236400000,2595200,279990000,63781000,13525000,10812000,57485000,115360000,60928000,38885000,29019000,8165700,2740400,6140300,109370000,271650000,416900000,757630000,1086500000,"10,246,999,999,999,900",525670000,439970000,445210000,638660,265460000,167590000,125240000,91021000,85107000,70989000,36389000,45697000,71630000,32181000,0,24963000,504680,0,0
FECH,0,21312000,25852000,19245000,10939000,8488400,6542100,5245500,657800,0,6533800,0,4966600,7414500,7321300,6222400,3065000,3362500,0,0,0,0,26919000,0,0,0,0,0,0,0,0,0,0,13309000,0,0,0,0,0,0,0,0,0,0,3088000,0,0,0,0,0,0,0,0,0,0,0,0,1012700,3488200,14883000
FBLN1,0,0,0,0,0,0,0,0,0,2898700,3777100,0,0,4079200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1764600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2468600
TCEA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTGS1,0,0,0,0,82390,35373000,136810000,114780000,30509000,10162000,7780300,0,8321000,5828600,1451800,2279600,1973100,0,2190300,4184200,1544500,2318300,0,986700,2685100,0,0,2286300,841910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFPQ,0,2095800,2471400,2484100,4290500,4159400,3417000,4854900,5567700,2982600,0,5353100,5204400,0,7764400,0,3830100,3103900,0,0,0,5813900,1659600,0,0,6203800,0,0,7049700,0,0,0,0,3998000,13013000,0,6933400,8486300,0,8023400,7084100,11971000,0,0,1991300,0,0,0,0,0,0,0,0,0,31998000,2147800,0,2138900,1542300,1859800
PPIB,0,43755000,25607000,41257000,55344000,12821000,4685300,5137900,6975400,3980500,5427000,1712100,3391300,3928300,3977600,3049300,3044400,2684900,2806100,2252600,1574600,3491100,54740000,2599600,4368600,6577600,4031500,6654600,4377100,3892500,4110300,5528300,5385500,226890000,5340900,4286400,5115700,4006300,3808000,3369500,4161900,4673100,3797200,3735700,425430000,0,5895600,3493100,0,0,0,0,0,0,0,337660000,0,189840000,137820000,63655000
ME2,0,2111300,4828800,17901000,12549000,14811000,16906000,16812000,17856000,25260000,59727000,0,140500000,113010000,59449000,21067000,10577000,4074200,15071000,160890000,17530000,0,819180,0,0,0,0,0,0,0,0,0,0,14238000,0,0,0,0,0,0,0,0,0,0,2482400,0,0,0,0,0,0,0,0,0,0,1333600,0,1106000,516700,0
WARS,0,3673600,6527100,13323000,11287000,10601000,12367000,11291000,11311000,15137000,12503000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2769000
